id,Sentence,NER Tag
39285,"['In', 'response', 'to', 'turmoil', 'in', 'financial', 'markets', ',', 'the', 'government', 'nationalized', 'two', 'banks', 'and', 'injected', 'billions', 'of', 'dollars', 'into', 'a', 'third', ',', 'to', 'prevent', 'further', 'systemic', 'risk', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39286,"['The', 'government', 'also', 'sought', 'to', 'boost', 'the', 'domestic', 'economy', 'by', 'accelerating', 'infrastructure', 'programs', ',', 'offering', 'corporate', 'tax', 'breaks', 'for', 'employers', 'to', 'retain', 'workers', ',', 'and', 'expanding', 'export', 'credit', 'facilities', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39287,"['The', 'stimulus', 'programs', 'and', 'bank', 'bailouts', ',', 'however', ',', 'resulted', 'in', 'a', 'government', 'budget', 'deficit', 'of', 'nearly', '4.6', '%', 'of', 'GDP', 'in', '2009', 'and', '5.3', '%', 'in', '2010', 'that', 'contrasts', 'sharply', 'with', 'a', 'surplus', 'of', '0.7', '%', 'of', 'GDP', 'in', '2008', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
39288,"['With', 'unemployment', 'weighing', 'on', 'private-sector', 'consumption', ',', 'the', 'government', 'of', 'Prime', 'Minister', 'Mark', 'RUTTE', 'is', 'likely', 'to', 'come', 'under', 'increased', 'pressure', 'to', 'keep', 'the', 'budget', 'deficit', 'in', 'check', 'while', 'promoting', 'economic', 'recovery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39289,"['Oman', 'is', 'a', 'middle-income', 'economy', 'that', 'is', 'heavily', 'dependent', 'on', 'dwindling', 'oil', 'resources', '.']","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39290,"['Greece', 'contends', 'that', 'the', 'former', 'Yugoslav', 'republic', ""'s"", 'refusal', 'to', 'change', 'its', 'name', 'implies', 'territorial', 'claims', ',', 'a', 'charge', 'Macedonia', 'denies', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
39291,"['Because', 'of', 'declining', 'reserves', ',', 'Muscat', 'has', 'actively', 'pursued', 'a', 'development', 'plan', 'that', 'focuses', 'on', 'diversification', ',', 'industrialization', ',', 'and', 'privatization', ',', 'with', 'the', 'objective', 'of', 'reducing', 'the', 'oil', 'sector', ""'s"", 'contribution', 'to', 'GDP', 'to', '9', '%', 'by', '2020', '.']","['O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
39292,"['Tourism', 'and', 'gas-based', 'industries', 'are', 'key', 'components', 'of', 'the', 'government', ""'s"", 'diversification', 'strategy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39293,"['By', 'using', 'enhanced', 'oil', 'recovery', 'techniques', ',', 'Oman', 'succeeded', 'in', 'increasing', 'oil', 'production', ',', 'giving', 'the', 'country', 'more', 'time', 'to', 'diversify', ',', 'and', 'the', 'increase', 'in', 'global', 'oil', 'prices', 'throughout', '2010', 'provides', 'the', 'government', 'greater', 'financial', 'resources', 'to', 'invest', 'in', 'non-oil', 'sectors', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39294,"['A', 'FOX', 'was', 'mounting', 'a', 'hedge', 'when', 'he', 'lost', 'his', 'footing', 'and', 'caught', 'hold', 'of', 'a', 'Bramble', 'to', 'save', 'himself', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39295,"['Having', 'pricked', 'and', 'grievously', 'tom', 'the', 'soles', 'of', 'his', 'feet', ',', 'he', 'accused', 'the', 'Bramble', 'because', ',', 'when', 'he', 'had', 'fled', 'to', 'her', 'for', 'assistance', ',', 'she', 'had', 'used', 'him', 'worse', 'than', 'the', 'hedge', 'itself', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39296,"['The', 'Bramble', ',', 'interrupting', 'him', ',', 'said', ',', '""', 'But', 'you', 'really', 'must', 'have', 'been', 'out', 'of', 'your', 'senses', 'to', 'fasten', 'yourself', 'on', 'me', ',', 'who', 'am', 'myself', 'always', 'accustomed', 'to', 'fasten', 'upon', 'others', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39297,"['To', 'the', 'selfish', 'all', 'are', 'selfish']","['O', 'O', 'O', 'O', 'O', 'O']"
39298,"['In', 'the', 'old', 'days', 'men', 'used', 'to', 'worship', 'stocks', 'and', 'stones', 'and', 'idols', ',', 'and', 'prayed', 'to', 'them', 'to', 'give', 'them', 'luck', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39299,"['It', 'happened', 'that', 'a', 'Man', 'had', 'often', 'prayed', 'to', 'a', 'wooden', 'idol', 'he', 'had', 'received', 'from', 'his', 'father', ',', 'but', 'his', 'luck', 'never', 'seemed', 'to', 'change', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39300,"['He', 'prayed', 'and', 'he', 'prayed', ',', 'but', 'still', 'he', 'remained', 'as', 'unlucky', 'as', 'ever', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39301,"['Iraqi', 'police', 'say', 'a', 'roadside', 'bomb', 'blast', 'south', 'of', 'Baghdad', 'has', 'killed', 'seven', 'police', 'officers', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
39302,"['One', 'day', 'in', 'the', 'greatest', 'rage', 'he', 'went', 'to', 'the', 'Wooden', 'God', ',', 'and', 'with', 'one', 'blow', 'swept', 'it', 'down', 'from', 'its', 'pedestal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39303,"['The', 'idol', 'broke', 'in', 'two', ',', 'and', 'what', 'did', 'he', 'see', '?']","['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39304,"['An', 'immense', 'number', 'of', 'coins', 'flying', 'all', 'over', 'the', 'place', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39305,"['HARDLY', 'had', 'that', 'ancient', 'order', ',', 'the', 'Sultans', 'of', 'Exceeding', 'Splendour', ',', 'been', 'completely', 'founded', 'by', 'the', 'Grand', 'Flashing', 'Inaccessible', ',', 'when', 'a', 'question', 'arose', 'as', 'to', 'what', 'should', 'be', 'the', 'title', 'of', 'address', 'among', 'the', 'members', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39306,"['Some', 'wanted', 'it', 'to', 'be', 'simply', '""', 'my', 'Lord', ',', '""', 'others', 'held', 'out', 'for', '""', 'your', 'Dukeness', ',', '""', 'and', 'still', 'others', 'preferred', '""', 'my', 'Sovereign', 'Liege', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39307,"['Finally', 'the', 'gorgeous', 'jewel', 'of', 'the', 'order', ',', 'gleaming', 'upon', 'the', 'breast', 'of', 'every', 'member', ',', 'suggested', '""', 'your', 'Badgesty', ',', '""', 'which', 'was', 'adopted', ',', 'and', 'the', 'order', 'became', 'popularly', 'known', 'as', 'the', 'Kings', 'of', 'Catarrh', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
39308,"['A', 'MAN', 'Running', 'for', 'Office', 'was', 'overtaken', 'by', 'Lightning', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39309,"['""', 'You', 'see', ',', '""', 'said', 'the', 'Lightning', ',', 'as', 'it', 'crept', 'past', 'him', 'inch', 'by', 'inch', ',', '""', 'I', 'can', 'travel', 'considerably', 'faster', 'than', 'you', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39310,"['""', 'Yes', ',', '""', 'the', 'Man', 'Running', 'for', 'Office', 'replied', ',', '""', 'but', 'think', 'how', 'much', 'longer', 'I', 'keep', 'going', '!', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39311,"['You', 'may', 'not', 'take', 'a', 'picture', 'of', 'a', 'rabbit', 'during', 'the', 'month', 'of', 'June', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
39312,"['The', 'policemen', 'were', 'in', 'a', 'convoy', 'traveling', 'on', 'a', 'road', 'east', 'of', 'the', 'city', 'of', 'Diwaniyah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
39313,"['It', 'is', 'illegal', 'for', 'women', 'to', 'stand', 'within', 'five', 'feet', 'of', 'a', 'bar', 'while', 'drinking', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39314,"['It', 'is', 'illegal', 'to', 'wear', 'a', 'hat', 'that', 'obstructs', 'people', ""'s"", 'view', 'in', 'a', 'public', 'theater', 'or', 'place', 'of', 'amusement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39315,"['Cheyenne', 'Citizens', 'may', 'not', 'take', 'showers', 'on', 'Wednesdays', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']"
39316,"['Iran', ""'s"", 'powerful', 'Guardian', 'Council', 'has', 'warned', 'the', 'opposition', 'to', 'no', 'longer', 'protest', 'the', 'disputed', 'presidential', 'vote', ',', 'one', 'day', 'after', 'upholding', 'the', 're-election', 'of', 'incumbent', 'Mahmoud', 'Ahmadinejad', '.']","['B-geo', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
39317,"['A', 'spokesman', 'for', 'the', 'Council', ',', 'Abbasali', 'Kadkhodai', ',', 'told', 'reporters', 'Tuesday', '""', 'the', 'file', 'on', 'the', 'presidential', 'election', 'is', 'closed', ',', '""', 'and', 'the', 'government', 'will', 'take', 'action', 'against', 'those', 'who', 'continue', 'to', 'protest', 'the', 'results', '.']","['O', 'O', 'O', 'O', 'B-org', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39318,"['Meanwhile', ',', 'President', 'Ahmadinejad', 'again', 'criticized', 'foreign', 'powers', 'over', 'their', 'response', 'to', 'the', 'greatest', 'unrest', 'to', 'take', 'place', 'in', 'Iran', 'since', 'the', 'since', 'the', '1979', 'Islamic', 'Revolution', '.']","['O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'B-tim', 'O', 'B-tim', 'I-tim', 'I-tim', 'O']"
39319,"['Hardline', 'Islamic', 'cleric', 'Ahmad', 'Khatami', 'on', 'Tuesday', 'also', 'denounced', 'those', 'still', 'opposing', 'the', 'Guardian', ""'s"", 'Council', 'decision', 'as', 'against', 'the', 'government', '.']","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O']"
39320,"['Last', 'week', ',', 'Khatami', 'called', 'for', 'those', 'leading', 'the', '""', 'rioters', '""', 'to', 'be', 'punished', 'without', 'mercy', '.']","['O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39321,"['Defeated', 'presidential', 'candidate', 'Mir', 'Hossein', 'Mousavi', 'has', 'called', 'for', 'the', 'results', 'of', 'the', 'June', '12', 'election', 'to', 'be', 'annulled', '.']","['O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O']"
39322,"['U.S.', 'Secretary', 'of', 'State', 'Hillary', 'Clinton', 'said', 'Monday', 'a', '""', 'huge', 'credibility', 'gap', '""', 'remains', 'among', 'Iranians', 'about', 'the', 'disputed', 'polls', '.']","['B-org', 'O', 'O', 'B-org', 'I-org', 'B-per', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O']"
39323,"['The', 'region', 'south', 'of', 'Baghdad', 'is', 'known', 'for', 'frequent', 'clashes', 'between', 'rival', ""Shi'ite"", 'groups', 'and', 'violence', 'against', 'U.S.-led', 'forces', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39324,"['Clinton', 'declined', 'to', 'say', 'whether', 'Washington', 'will', 'formally', 'recognize', 'Mr.', 'Ahmadinejad', ""'s"", 're-election', ',', 'and', 'she', 'would', 'not', 'say', 'whether', 'the', 'post-election', 'unrest', 'has', 'ended', 'U.S.', 'hopes', 'of', 'engaging', 'Iran', 'on', 'its', 'nuclear', 'program', 'and', 'other', 'issues', '.']","['B-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-per', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39325,"['U.S.', 'Senator', 'and', 'former', 'Democratic', 'presidential', 'nominee', 'John', 'Kerry', 'has', 'visited', 'American', 'troops', 'in', 'Iraq', 'while', 'on', 'a', 'two-day', 'fact-finding', 'visit', 'to', 'the', 'war-torn', 'country', '.']","['B-org', 'B-per', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39326,"['Senator', 'Kerry', 'was', 'often', 'critical', 'of', 'the', 'Bush', 'administration', ""'s"", 'Iraq', 'policy', 'during', 'the', 'U.S.', 'presidential', 'race', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
39327,"['He', 'told', 'reporters', 'that', 'he', 'wants', 'to', 'see', 'for', 'himself', 'whether', 'Iraq', 'is', 'moving', 'toward', 'stability', 'or', 'deeper', 'into', 'chaos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39328,"['The', 'senator', 'arrived', 'in', 'Iraq', 'Wednesday', 'and', 'spent', 'time', 'with', 'soldiers', 'from', 'his', 'home', 'state', 'of', 'Massachusetts', 'at', 'Camp', 'al-Tahreer', 'in', 'Baghdad', '.']","['O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O']"
39329,"['He', 'declined', 'to', 'compare', 'the', 'insurgency', 'in', 'Iraq', 'with', 'the', 'one', 'he', 'faced', 'in', 'Vietnam', 'as', 'a', 'Navy', 'lieutenant', '30', 'years', 'ago', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-org', 'O', 'B-tim', 'O', 'O', 'O']"
39330,"['He', 'also', 'made', 'a', 'stop', 'in', 'neighboring', 'Jordan', ',', 'where', 'he', 'met', 'with', 'King', 'Abdullah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O']"
39331,"['The', 'Perth-based', 'firm', 'Barrett', 'Communications', 'reportedly', 'has', 'sold', 'about', '50', 'radio', 'sets', 'to', 'the', 'Burmese', 'government', 'International', 'monitors', 'say', 'sophisticated', 'radios', 'sold', 'by', 'an', 'Australian', 'firm', 'are', 'being', 'used', 'by', 'Burma', ""'s"", 'military', 'despite', 'an', 'Australian', 'embargo', 'against', 'military', 'sales', 'to', 'the', 'east', 'Asian', 'nation', '.']","['O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39332,"['Australian', 'media', 'reported', 'Tuesday', 'that', 'the', 'Perth-based', 'firm', 'Barrett', 'Communications', 'has', 'sold', 'about', '50', 'radio', 'sets', 'to', 'the', 'Burmese', 'government', '.']","['B-gpe', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
39333,"['Company', 'officials', 'confirmed', 'the', 'sale', ',', 'but', 'said', 'they', 'were', 'commercially-available', ',', 'civilian', 'radios', 'and', 'not', 'intended', 'for', 'military', 'use', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39334,"['No', 'further', 'details', 'were', 'released', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
39335,"['North', 'of', 'Baghdad', ',', 'authorities', 'say', 'a', 'suicide', 'truck', 'bomber', 'hit', 'a', 'checkpoint', 'operated', 'by', 'Kurdish', 'peshmerga', 'militiamen', 'at', 'Jalawla', 'in', 'Diyala', 'province', ',', 'killing', 'one', 'and', 'wounding', '10', '.']","['B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
39336,"['The', 'radios', 'have', 'an', 'advanced', 'feature', 'that', 'prevents', 'transmissions', 'from', 'being', 'monitored', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39337,"['Australian', 'Senator', 'Scott', 'Ludlam', 'issued', 'a', 'statement', 'Tuesday', 'condemning', 'the', 'sale', 'of', 'the', 'radios', 'and', 'called', 'for', 'a', 'freeze', 'on', 'all', 'future', 'sales', '.']","['B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39338,"['In', 'his', 'statement', ',', 'Ludlam', 'said', 'international', 'monitors', 'that', 'watch', 'Burma', 'say', 'the', 'radios', 'have', 'been', 'used', 'in', 'recent', 'months', 'by', 'the', 'Burmese', 'army', 'as', 'they', 'have', 'waged', 'brutal', 'wars', 'against', 'ethnic', 'minorities', 'and', 'pro-democracy', 'forces', '.']","['O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39339,"['A', 'top', 'U.S.', 'business', 'lobby', 'group', 'says', 'the', 'recently', 'signed', 'India-U.S.', 'nuclear', 'deal', 'could', 'open', 'up', '$', '100', 'billion', 'in', 'business', 'ventures', 'for', 'Americans', 'in', 'the', 'Indian', 'energy', 'sector', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-gpe', 'O', 'O', 'O']"
39340,"['The', 'U.S.', 'Chamber', 'of', 'Commerce', ""'s"", 'senior', 'vice', 'president', 'of', 'international', 'affairs', ',', 'Dan', 'Christman', ',', 'made', 'the', 'remark', '.']","['O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O']"
39341,"['He', 'said', 'the', 'agreement', 'would', 'also', 'spur', 'energy-starved', 'India', ""'s"", 'economic', 'reforms', 'and', 'open', 'markets', 'to', 'U.S.', 'investment', 'in', 'key', 'areas', 'from', 'information', 'technology', 'and', 'telecommunications', 'to', 'pharmaceuticals', 'and', 'insurance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39342,"['The', 'deal', 'was', 'clinched', 'last', 'week', 'during', 'President', 'Bush', ""'s"", 'visit', 'to', 'New', 'Delhi', ',', 'but', 'it', 'still', 'requires', 'U.S.', 'congressional', 'approval', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
39343,"['The', 'chamber', 'represents', 'more', 'than', 'three', 'million', 'American', 'businesses', 'and', 'organizations', ',', 'and', 'it', 'says', 'it', 'would', 'make', 'a', '""', 'massive', 'grassroots', 'effort', '""', 'to', 'win', 'congressional', 'approval', 'of', 'the', 'agreement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39344,"['Chinese', 'authorities', 'are', 'reported', 'to', 'have', 'detained', 'at', 'least', '60', 'people', ',', 'believed', 'to', 'be', 'North', 'Korean', 'asylum', 'seekers', ',', 'who', 'tried', 'to', 'enter', 'the', 'South', 'Korean', 'consulate', 'in', 'Beijing', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O']"
39345,"['South', 'Korean', 'and', 'Chinese', 'media', 'report', 'the', 'group', 'was', 'detained', 'Tuesday', 'as', 'it', 'tried', 'to', 'enter', 'the', 'consulate', '.']","['O', 'B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39346,"['Separately', ',', 'the', 'U.S.', 'military', 'says', 'coalition', 'forces', 'detained', '15', 'suspects', 'in', 'operations', 'targeting', 'al-Qaida', 'in', 'Iraq', 'terrorists', 'in', 'central', 'and', 'northern', 'parts', 'of', 'the', 'country', 'early', 'Wednesday', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
